========================================================================================================================
SCENARIO DATA TABLE
========================================================================================================================
CONFIGURATION:
  Filter non-negative utility events: True
  Skip missing I-being: True
  Skip missing non-I being: True
  Process only choice 1: True
Total rows: 256
========================================================================================================================

  ID | Orig ID | Severity | Evitability | Causal | Choice |    C+ % |    I+ % | N Events | Condition
 238 |       7 |   Severe |    Evitable |    COC |      1 |  100.00 |    0.00 |        2 | coc_evitable_action_yes_stories
 239 |       8 |   Severe |    Evitable |    COC |      1 |  100.00 |   50.00 |        2 | coc_evitable_action_yes_stories
 240 |       9 |   Severe |    Evitable |    COC |      1 |  100.00 |    0.00 |        2 | coc_evitable_action_yes_stories
 241 |       0 |   Severe |    Evitable |    COC |      1 |  100.00 |  100.00 |        1 | coc_evitable_prevention_no_stories
 242 |       2 |   Severe |    Evitable |    COC |      1 |  100.00 |  100.00 |        4 | coc_evitable_prevention_no_stories
 243 |       3 |   Severe |    Evitable |    COC |      1 |  100.00 |  100.00 |        3 | coc_evitable_prevention_no_stories
 244 |       6 |   Severe |    Evitable |    COC |      1 |  100.00 |   83.33 |        6 | coc_evitable_prevention_no_stories
 245 |       7 |   Severe |    Evitable |    COC |      1 |  100.00 |  100.00 |        1 | coc_evitable_prevention_no_stories
 246 |       9 |   Severe |    Evitable |    COC |      1 |  100.00 |   75.00 |        4 | coc_evitable_prevention_no_stories
 247 |       0 |   Severe |  Inevitable |    COC |      1 |   75.00 |   75.00 |        4 | coc_inevitable_action_yes_stories
 248 |       1 |   Severe |  Inevitable |    COC |      1 |   40.00 |   40.00 |        5 | coc_inevitable_action_yes_stories
 249 |       2 |   Severe |  Inevitable |    COC |      1 |   50.00 |   50.00 |        2 | coc_inevitable_action_yes_stories
 250 |       3 |   Severe |  Inevitable |    COC |      1 |    0.00 |    0.00 |        1 | coc_inevitable_action_yes_stories
 251 |       4 |   Severe |  Inevitable |    COC |      1 |   66.67 |   66.67 |        3 | coc_inevitable_action_yes_stories
 252 |       5 |   Severe |  Inevitable |    COC |      1 |    0.00 |    0.00 |        4 | coc_inevitable_action_yes_stories
 253 |       6 |   Severe |  Inevitable |    COC |      1 |    0.00 |    0.00 |        2 | coc_inevitable_action_yes_stories
 254 |       7 |   Severe |  Inevitable |    COC |      1 |    0.00 |    0.00 |        1 | coc_inevitable_action_yes_stories
 255 |       8 |   Severe |  Inevitable |    COC |      1 |   75.00 |   75.00 |        4 | coc_inevitable_action_yes_stories
 256 |       9 |   Severe |  Inevitable |    COC |      1 |    0.00 |    0.00 |        3 | coc_inevitable_action_yes_stories

========================================================================================================================
SUMMARY STATISTICS
========================================================================================================================

Mild scenarios: 195 rows
Severe scenarios: 61 rows

Evitable: 122 rows
Inevitable: 134 rows

CC: 131 rows
COC: 125 rows

Choice 1: 256 rows
Choice 2: 0 rows

Average C+ %: 67.38
Average I+ %: 53.94

Average events per choice: 3.37
